id,title,channel,durationSeconds,published
hnS16EL9ehM,"Watched https://www.youtube.com/watch?v=hnS16EL9ehM","Unknown",258,"2016-12-22T00:19:15.265Z"
ZVubYQOV6ko,"Watched Can Coconut Grenades Save You From Pirates?","TKOR",360,"2016-12-22T00:00:45.501Z"
tXjHb5QmDV0,"Watched https://www.youtube.com/watch?v=tXjHb5QmDV0","Unknown",1188,"2016-12-27T16:35:31.571Z"
B_FY8-4xiA0,"Watched https://www.youtube.com/watch?v=B_FY8-4xiA0","Unknown",346,"2016-12-19T01:07:38.836Z"
MZSFewf5CSA,"Watched Molten Copper vs A Crystal Diamond","Tito4re",173,"2016-12-19T01:06:30.360Z"
-OqyGB_eSOY,"Watched 10 Strangest Places BODIES Were Found | TWISTED TENS #34","Rob Gavagan",1039,"2016-12-19T00:46:22.095Z"
vb2Xu_SXXwE,"Watched WE TRY ZAXBY'S","HellthyJunkFood",379,"2016-12-19T00:44:18.221Z"
DBLn1E-621Y,"Watched Millipede Unboxing From EBay","D’s Slots LV",322,"2016-12-19T00:39:39.133Z"
A09UMeEz8ro,"Watched Trying To Melt A Silencer","Off The Ranch",502,"2016-12-19T00:39:10.154Z"
V91E4R3T1q8,"Watched https://www.youtube.com/watch?v=V91E4R3T1q8","Unknown",941,"2016-12-19T00:38:09.795Z"
9sn5iYFKySQ,"Watched TheMost Expensive YouTube Videos","BE AMAZED",601,"2016-12-19T00:31:19.860Z"
F0xNNfbCP4c,"Watched https://www.youtube.com/watch?v=F0xNNfbCP4c","Unknown",277,"2016-12-19T00:27:21.752Z"
X6--DOg3HhM,"Watched https://www.youtube.com/watch?v=X6--DOg3HhM","Unknown",732,"2016-12-19T00:26:07.075Z"
fjg5gNQHgOc,"Watched https://www.youtube.com/watch?v=fjg5gNQHgOc","Unknown",459,"2016-12-18T22:25:18.340Z"
7QHHRw-jgLE,"Watched https://www.youtube.com/watch?v=7QHHRw-jgLE","Unknown",892,"2016-12-18T22:19:22.078Z"
CLwwN6M9oMk,"Watched https://www.youtube.com/watch?v=CLwwN6M9oMk","Unknown",421,"2016-12-18T09:01:03.155Z"
ufYfV1QZ09c,"Watched https://www.youtube.com/watch?v=ufYfV1QZ09c","Unknown",2204,"2016-12-18T04:47:22.140Z"
_DUFKkKEMnI,"Watched https://www.youtube.com/watch?v=_DUFKkKEMnI","Unknown",148,"2016-12-18T04:43:12.797Z"
gbBkB2MsQmg,"Watched https://www.youtube.com/watch?v=gbBkB2MsQmg","Unknown",383,"2016-12-18T04:26:55.416Z"
ig-UUCSmiUg,"Watched We Let Google Make Our Decisions For A Day // Presented By Google Search","BuzzFeedVideo",448,"2016-12-18T04:22:49.011Z"
l8MljsHpYRk,"Watched https://www.youtube.com/watch?v=l8MljsHpYRk","Unknown",401,"2016-12-18T04:18:18.507Z"
xvOGOUB7lpw,"Watched https://www.youtube.com/watch?v=xvOGOUB7lpw","Unknown",290,"2016-12-18T04:09:35.731Z"
mP8PM44JpAo,"Watched $1000 Titanium iPhone 7 Case","EverythingApplePro E A P",623,"2016-12-17T13:52:13.021Z"
ad53oSMB8hw,"Watched Tasing an iPhone 7 with an iPhone Taser Case","EverythingApplePro E A P",668,"2016-12-17T13:48:36.421Z"
FxbHyxIJMPQ,"Watched https://www.youtube.com/watch?v=FxbHyxIJMPQ","Unknown",351,"2016-12-17T13:32:57.559Z"
YriSaEvC9Wg,"Watched Bull Ant Vs Redback Spider | MONSTER BUG WARS","Monster Bug Wars - Official Channel",479,"2016-12-17T13:32:03.241Z"
eUSgx8YTVFw,"Watched Stowaway falls 1 000 feet; Man hides inside wheel well surviving 2 hours flight - Compilation","TomoNews US",708,"2016-12-17T13:26:21.177Z"
rkws_CDVLdU,"Watched 10 CREEPY Ghost Pictures That Were Never Explained","Matthew Santoro",643,"2016-12-17T13:22:57.663Z"
51pAZxuqpUY,"Watched https://www.youtube.com/watch?v=51pAZxuqpUY","Unknown",390,"2016-12-17T13:08:35.765Z"
mdtMNSJrrMc,"Watched Deviled Lobster Tails - Spicy Broiled Lobster Tails Recipe","Food Wishes",333,"2016-12-17T13:04:10.288Z"
C2ssjgRoizs,"Watched Bullet Ant Adventure!","Brave Wilderness",391,"2016-12-16T17:25:56.750Z"
ZxMJP3g69dM,"Watched Redback Spider Vs White-Tailed Spider Pray For Gonzo Deadly Spiders Attack Week 5","leokimvideo",1476,"2016-12-16T10:18:11.236Z"
VKZ1EWEBYiE,"Watched https://www.youtube.com/watch?v=VKZ1EWEBYiE","Unknown",694,"2016-12-16T10:06:19.380Z"
IFvmsvg6quc,"Watched https://www.youtube.com/watch?v=IFvmsvg6quc","Unknown",375,"2016-12-16T09:52:08.999Z"
9VxgatSjVQE,"Watched Béarnaise Sauce Recipe - How to Make the Best Béarnaise","Food Wishes",555,"2016-12-16T09:50:29.793Z"
LGDlLXVTFIE,"Watched Casting Aluminium PokeBalls","TKOR",487,"2016-12-16T09:40:17.378Z"
ta46IFLkwfo,"Watched https://www.youtube.com/watch?v=ta46IFLkwfo","Unknown",650,"2016-12-16T09:30:49.536Z"
PmKiNIcMxxM,"Watched https://www.youtube.com/watch?v=PmKiNIcMxxM","Unknown",131,"2016-12-16T00:52:10.721Z"
fwa_ZLXReFY,"Watched https://www.youtube.com/watch?v=fwa_ZLXReFY","Unknown",251,"2016-12-16T00:50:05.381Z"
hvRfAnNtULw,"Watched https://www.youtube.com/watch?v=hvRfAnNtULw","Unknown",102,"2016-12-15T09:21:29.546Z"
KtTTnEEPeAQ,"Watched https://www.youtube.com/watch?v=KtTTnEEPeAQ","Unknown",327,"2016-12-14T11:23:31.613Z"
p3vg3pyjAC8,"Watched Stray dog dyed pink in Russia sparked public outrage - TomoNews","TomoNews US",89,"2016-12-14T11:21:53.745Z"
A_FV5sNq3Fw,"Watched Salt Crusted Beef Tenderloin - How to Make Beef Tenderloin in a Salt Crust","Food Wishes",397,"2016-12-14T10:48:18.333Z"
AvzqJrh1qmw,"Watched The Reveal: Homemade Silicone PokeBall Molds","TKOR",318,"2016-12-14T10:44:42.152Z"
qrKfaX1lCUM,"Watched https://www.youtube.com/watch?v=qrKfaX1lCUM","Unknown",309,"2016-12-14T10:41:47.307Z"
-_AshChTEY0,"Watched https://www.youtube.com/watch?v=-_AshChTEY0","Unknown",349,"2016-12-14T10:37:44.157Z"
5cgSIH8uuV8,"Watched https://www.youtube.com/watch?v=5cgSIH8uuV8","Unknown",561,"2016-12-12T09:46:45.008Z"
UzEYS2tmYxc,"Watched Amazing life hacks with Locks","How To Make It: DIY Inventions & Useful Life Hacks",220,"2016-12-12T06:32:13.147Z"
cuCUYnzI9gU,"Watched Working 24 Hours Straight at Waffle House | Bon Appetit","Bon Appétit",509,"2016-12-12T03:38:29.614Z"
xGQ9stjOc3k,"Watched https://www.youtube.com/watch?v=xGQ9stjOc3k","Unknown",1030,"2016-12-12T03:34:53.436Z"
kcmBdMy1-NQ,"Watched GIANT BIG MAC","HellthyJunkFood",448,"2016-12-12T03:21:26.848Z"
LU_y6OK2qK0,"Watched DIY planted aquarium LED light","The king of DIY",756,"2016-12-12T03:12:44.219Z"
v3ZllFh-h_c,"Watched https://www.youtube.com/watch?v=v3ZllFh-h_c","Unknown",1423,"2016-12-12T02:56:13.982Z"
aEIhc-2vmIM,"Watched Review: LaMetric Time - WiFi App enabled Smart clock","Techmoan",1032,"2016-12-11T12:33:00.781Z"
o8f4f5v5Kx4,"Watched https://www.youtube.com/watch?v=o8f4f5v5Kx4","Unknown",747,"2016-12-11T12:20:42.448Z"
tCeSJA0FkRs,"Watched MAC N' CHEETOS - GRILLED CHEESE","HellthyJunkFood",296,"2016-12-10T09:25:53.257Z"
aF_aXsEor2s,"Watched #44  Black Currant Hard Candy  the Illegal Fruit.","Lofty Pursuits",654,"2016-12-10T09:22:08.045Z"
MRGMRtmMSEQ,"Watched Tarte Flambée - Alsatian Bacon & Onion Tart - How to Make Tarte Flambée","Food Wishes",552,"2016-12-07T07:44:05.168Z"
V05opAnzA9Y,"Watched 4" of Rain + Wet Ground = This Video","DanielJaegerFilms",833,"2016-12-07T07:41:03.031Z"
mwpLg6-ZZcM,"Watched Is it Safe to Put Dry Ice In Liquid Nitrogen?","TKOR",391,"2016-12-07T01:09:11.923Z"
duKs_zISS1k,"Watched The Try Guys Try Cosplay Fashion","BuzzFeedVideo",404,"2016-12-05T12:26:35.099Z"
LB5NaLPVv6c,"Watched https://www.youtube.com/watch?v=LB5NaLPVv6c","Unknown",211,"2016-12-05T12:23:16.253Z"
jATdqhYhWU0,"Watched https://www.youtube.com/watch?v=jATdqhYhWU0","Unknown",848,"2016-12-05T12:23:05.822Z"
HdDtlRxoai4,"Watched https://www.youtube.com/watch?v=HdDtlRxoai4","Unknown",210,"2016-12-05T12:19:24.274Z"
nRr0x1rq9so,"Watched The Try Guys Try Wedding Dresses","BuzzFeedVideo",227,"2016-12-05T12:15:37.633Z"
KO6rRnCbtvQ,"Watched The Try Guys Hit 90 MPH Fastballs","BuzzFeedVideo",345,"2016-12-05T12:09:34.565Z"
O7DRocap4kY,"Watched https://www.youtube.com/watch?v=O7DRocap4kY","Unknown",52,"2016-12-05T12:08:52.536Z"
_F-RYHTniQg,"Watched The Try Guys Try Boob Contouring","BuzzFeedVideo",213,"2016-12-05T12:05:25.427Z"
Jw2wn4JYakY,"Watched https://www.youtube.com/watch?v=Jw2wn4JYakY","Unknown",660,"2016-12-05T11:54:58.609Z"
3tvegr-O9vI,"Watched https://www.youtube.com/watch?v=3tvegr-O9vI","Unknown",309,"2016-12-05T11:49:57.739Z"
9pcilMqrXh8,"Watched The Try Guys Change Dirty Diapers • Motherhood: Part 2","BuzzFeedVideo",186,"2016-12-05T11:46:43.189Z"
aRKvl0xrcFQ,"Watched https://www.youtube.com/watch?v=aRKvl0xrcFQ","Unknown",440,"2016-12-05T11:39:33.233Z"
b81Cr97ANrk,"Watched The Try Guys Try Labor Pain Simulation • Motherhood: Part 4","BuzzFeedVideo",483,"2016-12-05T11:31:31.717Z"
R92yHMcOiUA,"Watched https://www.youtube.com/watch?v=R92yHMcOiUA","Unknown",369,"2016-12-05T11:25:37.445Z"
Elv0lfjHAo0,"Watched https://www.youtube.com/watch?v=Elv0lfjHAo0","Unknown",630,"2016-12-05T11:15:14.010Z"
ItzoQnaGbVM,"Watched The Try Guys' Naked Sushi Prank","BuzzFeedVideo",403,"2016-12-05T11:13:17.515Z"
MC8LGh5HL4U,"Watched The Try Guys Try Makeup Tutorials","BuzzFeedVideo",165,"2016-12-05T11:12:56.304Z"
6EYypaYHxm0,"Watched The Try Guys Try Magic Mike Stripping","BuzzFeedVideo",423,"2016-12-05T10:56:18.758Z"
FYkRUyrD9ZQ,"Watched UFC Fighters Answer Adorable Questions","BuzzFeedVideo",176,"2016-12-05T10:53:19.950Z"
ryDEV3dPcVI,"Watched The Try Guys Taste Test Jerky","BuzzFeedVideo",200,"2016-12-05T10:50:07.379Z"
qki4UjmVbis,"Watched https://www.youtube.com/watch?v=qki4UjmVbis","Unknown",220,"2016-12-05T10:46:40.276Z"
kXOJb0TlK-w,"Watched The Try Guys Try 'Fifty Shades' Style BDSM","BuzzFeedVideo",411,"2016-12-05T10:39:18.994Z"
2atx1Jh6YP0,"Watched https://www.youtube.com/watch?v=2atx1Jh6YP0","Unknown",579,"2016-12-05T10:38:57.359Z"
LBtWosxIqJE,"Watched https://www.youtube.com/watch?v=LBtWosxIqJE","Unknown",313,"2016-12-05T10:36:52.402Z"
QTrqGwj3XpA,"Watched The Try Guys Test The Legal Alcohol Limit","BuzzFeedVideo",448,"2016-12-05T10:36:47.197Z"
ZP2xDtetXpQ,"Watched The Try Guys Try Nude Modeling","BuzzFeedVideo",326,"2016-12-05T10:18:29.814Z"
7fgCfC3bM0U,"Watched https://www.youtube.com/watch?v=7fgCfC3bM0U","Unknown",529,"2016-12-05T10:17:57.659Z"
NbKCT0EdmQY,"Watched https://www.youtube.com/watch?v=NbKCT0EdmQY","Unknown",264,"2016-12-05T10:13:46.562Z"
oMxhRq-lE4M,"Watched Guys Recreate Kim Kardashian’s Butt Photo // Try Guys","As/Is",228,"2016-12-05T10:10:06.488Z"
PRPf_H9X9PE,"Watched Men Try On Ladies' Sexy Halloween Costumes // Try Guys","BuzzFeedVideo",199,"2016-12-05T10:08:54.146Z"
AwFNSmO9pbg,"Watched Guys Try On Ladies' Underwear For The First Time // Try Guys","BuzzFeedVideo",158,"2016-12-05T10:02:15.704Z"
IlVXoIUO0Cc,"Watched https://www.youtube.com/watch?v=IlVXoIUO0Cc","Unknown",570,"2016-12-05T09:57:02.325Z"
yzzRTMmsVF4,"Watched https://www.youtube.com/watch?v=yzzRTMmsVF4","Unknown",353,"2016-12-05T09:56:41.793Z"
tA9vcEVpXf4,"Watched DEEP DEEP Dish Stuffed Crust Pizza","HellthyJunkFood",303,"2016-12-05T09:55:21.284Z"
xy0V6r_A8_s,"Watched Little Caesars 3 Course Meal","HellthyJunkFood",386,"2016-12-05T09:55:16.132Z"
ySmaj8rC7Mg,"Watched https://www.youtube.com/watch?v=ySmaj8rC7Mg","Unknown",491,"2016-12-05T09:55:08.138Z"
TZ5ENuzuNus,"Watched 10 Ways to Whopper - Featuring the Whopperrito","HellthyJunkFood",532,"2016-12-05T09:55:00.316Z"
_RjAGStiOgs,"Watched DIY BLACK BUN Whopper","HellthyJunkFood",499,"2016-12-05T09:54:56.957Z"
IUzdsVBvpXY,"Watched Worlds Spiciest Burger King Whopper","HellthyJunkFood",818,"2016-12-05T09:54:34.415Z"
iySNsxfdMGQ,"Watched Working 24 Hours Straight in Las Vegas | Bon Appétit","Bon Appétit",471,"2016-12-05T08:58:20.043Z"
vUDiEQBZL_8,"Watched Working 24 Hours at the Best BBQ in the World | Bon Appetit","Bon Appétit",755,"2016-12-05T08:45:55.871Z"
ieFcnKTw4kU,"Watched Fart Duel  The Grossery Gang  & Golden Gummy Challenge | A.T. #115","Vat19",755,"2016-12-05T08:43:24.855Z"
cud3ZelL8iE,"Watched Choosing Fish for My Predator Tank (PLUS FISH CHRISTMAS)","Taylor Nicole Dean  ",1181,"2016-12-05T08:39:42.897Z"
GBa_IJKdDhw,"Watched https://www.youtube.com/watch?v=GBa_IJKdDhw","Unknown",531,"2016-12-05T08:36:10.390Z"
kKgI5pnD_3E,"Watched https://www.youtube.com/watch?v=kKgI5pnD_3E","Unknown",316,"2016-12-05T08:34:14.477Z"
hS0347zstCA,"Watched https://www.youtube.com/watch?v=hS0347zstCA","Unknown",739,"2016-12-05T08:25:21.794Z"
PkTaz3UEThY,"Watched https://www.youtube.com/watch?v=PkTaz3UEThY","Unknown",635,"2016-12-05T08:16:10.398Z"
